name,description,site,github,tags,stars
Pusher,"Pusher is a hosted service that lets you easily add realtime live content and interactive user experiences to your applications. This library provides access to Pusher's WebSocket-powered PubSub functionality. Connect, subscribe to multiple channels over a single connection and bind to events on channels.",http://pusher.com,https://github.com/pusher/pusher-js,"Pusher, Realtime, websockets",214
qooxdoo,"qooxdoo is a universal JavaScript framework with a coherent set of individual components and a powerful toolchain. It is open source under liberal licenses, and supported by one of the world's leading web hosts, 1&1.",http://qooxdoo.org,https://github.com/qooxdoo/qooxdoo,,357
QuarkJS,QuarkJS is a HTML5 game framework. The aim is to provide a easy way to create game with HTML5.\n\nIt includes two parts:\n\nQuark-Base: A rendering framework which supports both Canvas and DOM rendering approaches.\nQuark-Game: A game framework based on Quark-Base. (in development progress),http://quarkjs.com,https://github.com/quark-dev-team/quarkjs,2d,386
jim,"jim is your friendly javascript library manager. He downloads, stores, bundles, vendors and compresses.",http://rdoc.info/github/quirkey/jim/master/frames,https://github.com/quirkey/jim,ruby,100
Sammy.js,Sammy's core is only 16K compressed and 5.2K compressed and gzipped.\n\nMODULAR\n\nSammy is built on a system of plugins and adapters . Only include the code you need. It's also easy to extract your own code into reusable plugins.\n\nCLEAN\n\nThe entire API was designed to be easy to understand and read. Sammy tries to encourage good encapsulation and application design.\n\nFUN\n\nWhat's the real point of development if its not enjoyable. Sammy tries to follow the MATZ approach. It is optimized for developer happiness.,http://sammyjs.org,https://github.com/quirkey/sammy,,2380
Countable,"Countable is a JavaScript function to add live paragraph-, word- and character-counting to an HTML element. Countable is a zero-dependency library and comes in at 1KB when minified and gzipped.",http://radlikewhoa.github.io/Countable,https://github.com/RadLikeWhoa/Countable,,951
Proto.js,Proto.js ? prototypes as classes\n\nThe core idea of Proto.js is that many things become simpler in JavaScript if you make the prototype the class and not the constructor.,http://www.2ality.com/2011/06/prototypes-as-classes.html,https://github.com/rauschma/proto-js,,84
RxJS,"RxJS or Reactive Extensions for JavaScript is a library for transforming, composing, and querying streams of data. We mean all kinds of data too, from simple arrays of values, to series of events (unfortunate or otherwise), to complex flows of data.",http://reactive-extensions.github.com/RxJS/,https://github.com/Reactive-Extensions/RxJS,reactive,662
jQuery continuousCalendar,"Date picker that allows you to select single dates or ranges across many month via scroll.\nFeatures:\n- popup/inline\n- day/week/month select\n- display current date\n- allow disabling of dates and weekends\n- language support for finnish, english, estonian, russian",http://reaktor.github.com/jquery-continuous-calendar/,https://github.com/reaktor/jquery-continuous-calendar,calendar,57
SimpleColor,"jQuery Simple Color is a very simple color-picker plugin that displays a square grid of selectable colors. I found a lot of the other color-picker plugins quite heavy, so I ended up writing this to provide a dead-simple alternative. The list of colors it uses can be customized, and the layout size etc can be configured to a certain extent.",http://recursive-design.com/projects/jquery-simple-color/,https://github.com/recurser/jquery-simple-color,"colorpicker, jquery",36
JS Console,"A JavaScript (and CoffeeScript) web console, useful for quick experimentation, debugging, presentations (for live coding) and workshops.",http://jsconsole.com,https://github.com/remy/jsconsole,,624
Backbone.Rebar,"Backbone.Rebar extends the Backbone.js library with view transitions, subviews, view mediators, local storage for sync, dynamic route definitions, controllers, and a simple log wrapper. Backbone.Rebar is only 3.13kB minified and gzipped with no other dependencies being added to Backbone.",http://resource.github.io/backbone.rebar,https://github.com/resource/backbone.rebar,"MVC, backbone, binding, data, javascript, kit, mediator, persistence, rebar, router, starter, underscore",18
RhoConnect javascript client,"A javascript client library for the RhoConnect App Integration Server.\n\nUsing rhoconnect.js, your application's model data will transparently synchronize with a mobile application built using the Rhodes framework, or any of the available RhoConnect clients. This client includes built-in support for SenchaTouch data API and Persistence.js models.",http://www.rhomobile.com,https://github.com/rhomobile/rhoconnect.js,,6
PlastronJS,"PlastronJS is an MVC written on top of the Closure Library made to work with the Advanced Optimizations of the Closure Compiler meaning less code down the wire. It has models, collections, and uses controls to make two way binding and listing of models easy",http://rhysbrettbowen.github.com/PlastronJS,https://github.com/rhysbrettbowen/PlastronJS,Closure,90
SylvesterClosure,An Google Closure ready implementation of sylvester vector and matrix math library\n\nA rewrite of sylvester vector and matrix math library (http://sylvester.jcoglan.com/) using google closure compiler annotations for javascript optimizations.,http://sylvester.jcoglan.com/,https://github.com/richardanaya/SylvesterClosure,,5
Ractive.js,Next-generation DOM manipulation.,http://www.ractivejs.org/,https://github.com/Rich-Harris/Ractive,"MVC, frameworks",
Audia,Audia reimplements and extends the HTML5 Audio object using the Web Audio API.,http://www.lostdecadegames.com/audia-is-a-library-for-simplifying-the-web-audio-api/,https://github.com/richtaur/audia,,78
validate.js,"Lightweight JavaScript form validation library inspired by CodeIgniter.\nNo dependencies, just over 1kb gzipped, and customizable!",http://rickharrison.github.io/validate.js,https://github.com/rickharrison/validate.js,,1057
RingoJS,"RingoJS is a JavaScript runtime written in Java based on Mozilla Rhino.\n\nIt adds a number of features to Rhino that make it suitable for real-world, large-scale application development:\n\nA fast, auto-reloading, and CommonJS-compliant module loader.\nA rich set of modules covering I/O, logging, persistence, development tools and much more.\nScalable HTTP server based on the Jetty project.\nSupport for CommonJS packages to install or write additional software components.",http://ringojs.org,https://github.com/ringo/ringojs,,379
timeago,"Timeago is a jQuery plugin that makes it easy to support automatically updating fuzzy timestamps (e.g. ""4 minutes ago"" or ""about 1 day ago"").",http://timeago.yarp.com,https://github.com/rmm5t/jquery-timeago,jquery,2315
KeyboardJS,"KeyboardJS will allow you to bind to any key the browser can detect. It allows for setting up complex key combos or even single key binds with ease. It is aware of combo overlap and will not fire simpler combos or single key bindings when they share key with larger combos.\n\nBasically if you want to use the keyboard, this will let you do it without restrictions.\n\nKeyboardJS has full support for AMD module loaders such as RequireJS.",http://robertwhurst.github.com/KeyboardJS/,https://github.com/RobertWHurst/KeyboardJS,"RobertWHurst, amd, keyboard",813
LucidJS,"LucidJS is a chainable event emitter library. It offers several unique features such as set events, emitter piping, DOM node encapsulation, sub events, along with the usual event triggering and binding. LucidJS emitters also feature meta events that allow listening for event binding and event triggering.",http://robertwhurst.github.com/LucidJS,https://github.com/RobertWHurst/LucidJS,,370
Red Locomotive,"Red locomotive is a pure JavaScript game engine. It has an extensive set of modules for creating thousands of animated and interactive game elements. Build anything you want. Red Locomotive is not a framework and will not restrict you. It gives you access to a very useful api that offers everything from a module loader to vector calculating functions.\n\nRed Locomotive will allow you to build anything from a full featured RPG to a cool side scroller, even a isometric city builder.",http://robertwhurst.github.com/Red-Locomotive/,https://github.com/RobertWHurst/Red-Locomotive,"2.5d, 2d",42
tmpltr,"A playground tinkertool for rapid web iteration\ntmpltr is a jsFiddle clone with almost none of the features, + mustache templating.",http://tmpltr.com/,https://github.com/rocktronica/tmpltr,,221
dropdown.dot.js,A JQuery Plugin for super-flexible Dropdowns based on dot.js Templates.,http://rogerdudler.github.com/dropdown.dot.js,https://github.com/rogerdudler/dropdown.dot.js,"jquery, select",66
Miniscroll,A little scrollbar plugin for touch devices and desktop,http://miniscroll.rogerluizm.com.br,https://github.com/rogerluiz/Miniscroll-JS,"scroll, scrollbar, touch, touchscroll",27
Architect,Architect - Javascript Template Editor\nWeb app for editing Javascript templates in various engines.,http://rowno.github.io/architect/,https://github.com/Rowno/architect,,21
GammaJS,"GammaJS is a new JavaScript library which can be used to create 2.5D platform games for a web browser using the power of HTML, JavaScript, CSS and WebGL",http://gammajs.org,https://github.com/Royce/GammaJS,"2.5d, css",72
RPG JS,Create your RPG 2D browser using the JS framework called RPG based on EaselJs.,http://rpgjs.com,https://github.com/RSamaium/RPG-JS,rpg,372
ComponentJS,"ComponentJS is a stand-alone MPL-licensed Open Source library for JavaScript, providing a powerful run-time Component System for hierarchically structuring the User-Interface (UI) dialogs of complex HTML5-based Rich Clients (aka Single-Page-Apps) ? under maximum applied Separation of Concerns (SoC) architecture principle, through optional Model, View and Controller component roles, with sophisticated hierarchical Event, Service, Hook, Model, Socket and Property mechanisms, and fully independent and agnostic of the particular UI widget toolkit.",http://componentjs.com/,https://github.com/rse/componentjs/,component,46
NProgress.js,Small nanoscopic progress bar. Featuring realistic trickle animations to convince your users that something is happening!,http://ricostacruz.com/nprogress/,https://github.com/rstacruz/nprogress,,5716
Pilot,"Multifunctional JavaScript router solves the problem of routing your application, providing full control over the route. It can work either by itself or as a part of other framework, such as Backbone, in which it could be an excellent substitute for the standard Backbone.Router and even Backbone.View. Just try it.",http://rubaxa.github.com/Pilot/,https://github.com/RubaXa/Pilot,"route, router",25
angular-gettext,Super-simple translation support for Angular.JS,http://angular-gettext.rocketeer.be/,https://github.com/rubenv/angular-gettext,angular,87
meelo-store,meelo-store is a javascript library that makes it easy to work with client-side data. It borrows concepts and syntax from jQuery and Django.,http://rudasn.github.com/meelo-store/,https://github.com/rudasn/meelo-store/,,3
Bunyip,Automate client-side unit testing in real browsers using the CLI,http://ryanseddon.github.com/bunyip/,https://github.com/ryanseddon/bunyip,unit,371
Cocos2D,Cocos2D JavaScript is an HTML5 port of Cocos2D for iPhone. It is a 2D graphics engine which allows rapid development of 2D games and graphical applications which can run in any modern Web browser without the need for third-party plug-ins such as Adobe Flash.,http://cocos2djs.org,https://github.com/RyanWilliams/cocos2d-javascript,2d,449
KingTour,Create easy on-page tutorials with javascript & html.,http://salesking.github.com/king_tour,https://github.com/salesking/king_tour,"guide, tour",29
SCEditor,SCEditor is an open source WYSIWYG BBCode editor.,http://www.sceditor.com/,https://github.com/samclarke/SCEditor,"bbcode, jquery",132
Arbor.js,a graph visualization library using web workers and jQuery,http://arborjs.org,https://github.com/samizdatco/arbor,chart,1431
Node Simple Router,"Server side routing for node.js\n\nIncludes some goodies, like CGI support, and even better, SCGI support.\nAlso allows file uploading, all of it without compromising its basic role: server side routing",http://sandy98.ods.org/node-simple-router/,https://github.com/sandy98/node-simple-router,"cgi, router, scgi",9
LispyScript,"A JavaScript with Lispy Syntax and Macros. Brings the power of Lisp to JavaScript. Has Macros, TCO, Templates, Monads and more.",http://lispyscript.com,https://github.com/santoshrajan/lispyscript,,242
Coco,Coco is a CoffeeScript dialect that aims to be more radical and practical.,http://satyr.github.com/coco/,https://github.com/satyr/coco,"avantgarde, coco, coffeescript",375
cannon.js,"Lightweight 3D physics for the web\n\nInspired by three.js and ammo.js, and driven by the fact that the web lacks a physics engine, here comes cannon.js.",http://schteppe.github.com/cannon.js,https://github.com/schteppe/cannon.js,3d,646
jQTouch,"jQTouch is a JavaScript plugin which works with either Zepto.js or jQuery, and comes with smooth animations, navigation, and themes for mobile WebKit browsers (as found in iOS, Android, BlackBerry, and WebOS).",http://www.jqtouch.com/,https://github.com/senchalabs/jQTouch,"jquery, zepto",2747
JSDuck,API documentation generator for Sencha JavaScript frameworks.,http://docs.sencha.com/,https://github.com/senchalabs/jsduck,"ruby, sencha",825
PhiloGL,"PhiloGL is a WebGL Framework for Data Visualization, Creative Coding and Game Development.",http://senchalabs.github.com/philogl/,https://github.com/senchalabs/philogl,"3d, sencha",534
sequelizejs,The Sequelize library provides easy access to a MySQL database by mapping database entries to objects and vice versa. To put it in a nutshell... it's an ORM (Object-Relational-Mapper). The library is written entirely in JavaScript and can be used in the Node.JS environment.,http://www.sequelizejs.com,https://github.com/sequelize/sequelize,nodejs,1460
js-verge,A javascript game engine largely based on (and importing file assets from) the VERGE game engine.,http://verge-rpg.com,https://github.com/sheisept/js-verge,2d,1
Batman.js,"Batman.js is a framework for building rich web applications with CoffeeScript or JavaScript. App code is concise and declarative, thanks to a powerful system of view bindings and observable properties. The API is designed with developer and designer happiness as its first priority.",http://batmanjs.org,https://github.com/Shopify/batman,coffeescript,
Shower,Cross-browser HTML5 presentation template.,http://shwr.me,https://github.com/shower/shower,html5,1585
Rickshaw,Rickshaw is a JavaScript toolkit for creating interactive time series graphs,http://code.shutterstock.com/rickshaw/,https://github.com/shutterstock/rickshaw,"charts, d3.js",3761
BigInteger,BigInteger provides a way to represent large numbers accurately in JavaScript.,http://silentmatt.com/biginteger/,https://github.com/silentmatt/javascript-biginteger,,91
Polymaps,"Polymaps is a free JavaScript library for making dynamic, interactive maps in modern web browsers. Polymaps provides speedy display of multi-zoom datasets over maps, and supports a variety of visual presentations for tiled vector data, in addition to the usual cartography from OpenStreetMap, CloudMade, Bing, and other providers of image-based web maps.",http://polymaps.org/,https://github.com/simplegeo/polymaps,svg,1059
detect-indent,Detect the indentation of some code. Useful if you need to persist indentation or have new content match existing indentation.,http://sindresorhus.com,https://github.com/sindresorhus/detect-indent,"bower, code, component, detect, identify, indentation, infer, npm",26
devtools-detect,"Detect if DevTools is open.\n\nUseful for when you want something special to happen when DevTools is open. Like pausing canvas, adding style debug info, etc.",http://sindresorhus.com/devtools-detect,https://github.com/sindresorhus/devtools-detect,"bower, component, debug, detect, dev, devtools, npm",55
negative-array,"Negative array index support using ES6 Proxy.\n\nvar a=[1,2,3]; a[-1] //=> 3",http://sindresorhus.com/negative-array,https://github.com/sindresorhus/negative-array,"array, bower, component, es6, harmony, index, indice, negative, npm, proxies, proxy, reverse",31
query-string,Parse and stringify URL query strings.,http://sindresorhus.com,https://github.com/sindresorhus/query-string,"bower, component, decode, encode, npm, param, parameter, parse, qs, query, querystring, string, stringify, uri, url",17
srcset,Parse and stringify the HTML  srcset attribute.,http://sindresorhus.com,https://github.com/sindresorhus/srcset,"attribute, bower, component, html, image, img, npm, parse, src, stringify",30
unique-random,Generate random numbers that are consecutively unique.,http://sindresorhus.com,https://github.com/sindresorhus/unique-random,"bower, component, generate, npm, number, rand, random, single, unique",8
Harp,"An amazing little web server with a zero-configuration asset pipeline. Throw your framework away. Supports Less, Stylus, CoffeeScript, Jade, Markdown, and EJS. Supports Metadata and the beloved Partial/Layout paradigm.",http://harpjs.com/,https://github.com/sintaxi/harp,,1530
Berkelium,"Berkelium is a BSD licensed library that provides off-screen browser rendering via Google's open source Chromium web browser.\n\nIt takes advantage of Chromium's multiprocess rendering to isolate browsers from each other and can render to any buffer in memory. The user of the library can inject input and javascript code into web pages to control them, as well as listen for events generated by the page such as navigation events, load sequence events and paint events. Berkelium provides a small API for embedding a fully functional browser into any application.",http://berkelium.org/,https://github.com/sirikata/berkelium,,286
MooRTE,"Rich Text Editor Framework for Mootools.\n\nTiny, flexible, and does not use a IFrame.",http://www.siteroller.net/projects/moorte,https://github.com/siteroller/moorte,mootools,22
XRegExp,"XRegExp is an open source (MIT License) JavaScript library that provides augmented, extensible regular expressions. You get new syntax, flags, and methods beyond what browsers support natively. XRegExp is also a regex utility belt with tools to make your client-side grepping simpler and more powerful, while freeing you from worrying about pesky cross-browser inconsistencies and the dubious lastIndex property.",http://xregexp.com/,https://github.com/slevithan/xregexp,,820
Jed,Gettext Style i18n for Modern JavaScript Apps.,http://slexaxton.github.com/Jed,https://github.com/SlexAxton/Jed,,488
yepnope.js,"A Conditional Script Loader For Your Polyfills, or Regressive Enhancement With Style.\n\nA small script loader to help use feature detection to load exactly the scripts that your user needs, not just all the scripts that you think they might need.",http://yepnopejs.com/,https://github.com/SlexAxton/yepnope.js,,2088
Numeric Javascript,"Numeric Javascript is a javascript library for doing numerical analysis in the browser. Because Numeric Javascript uses only the javascript programming language, it works in many browsers and does not require powerful servers.\n\nNumeric Javascript is for building ""web 2.0"" apps that can perform complex calculations in the browser and thus avoid the latency of asking a server to compute something. Indeed, you do not need a powerful server (or any server at all) since your web app will perform all its calculations in the client.",http://www.numericjs.com/,https://github.com/sloisel/numeric,,331
SmartComments,"SmartComments, It's a tool that allow you to create implicit comments from javascript source code. You can integrate it with javascript documentation generators like YUIDocs.",http://smartcomments.github.io/,https://github.com/smartcomments/smartcomments,"automatic, comments, documentation",9
Bootstrap Tour,Quick and easy way to build your product tours with Twitter Bootstrap Popovers.,http://bootstraptour.com,https://github.com/sorich87/bootstrap-tour,"bootstrap, guide, tour",1637
Recursion Toy,"Revisiting one of my favorite topics - recursion. This tool alows you to explore branching algorithms and rendering techniques, as well as save a snapshot of your creations.",http:/soulwire.co.uk/experiments/recursion-toy/,https://github.com/soulwire/Recursion-Toy,,121
ChocolateChip-UI,Full support for the new iOS 7 look and feel.,http://www.chocolatechip-ui.com/,https://github.com/sourcebitsllc/chocolatechip-ui,,438
QuoJS,"QuoJS is a micro, modular, Object-Oriented and concise JavaScript Library that simplifies HTML document traversing, event handling, and Ajax interactions for rapid mobile web development. It allows you to write powerful, flexible and cross-browser code with its elegant, well documented, and micro coherent API.",http://quojs.tapquo.com,https://github.com/soyjavi/quojs,,1175
jsPlumb,"Provides a means to visually connect DOM elements. Runs on jQuery, MooTools or YUI3, on all browsers from IE6 and up.",http://jsplumbtoolkit.com,https://github.com/sporritt/jsplumb,"canvas, graph, jquery, mootools, svg, yui",1287
SproutCore,"SproutCore is an open-source framework for building blazingly fast, innovative user experiences on the web. SproutCore applications move business logic to the browser so they can respond to your users' taps and clicks immediately, avoiding an agonizing roundtrip across often intermittent network connections.",http://sproutcore.com,https://github.com/sproutcore/sproutcore/,,2013
Cubism.js,"Cubism.js is a D3 plugin for visualizing time series. Use Cubism to construct better realtime dashboards, pulling data from Graphite, Cube and other sources. Cubism is available under the Apache License on GitHub.",http://square.github.io/cubism/,https://github.com/square/cubism,,2753
Prototype,"Prototype is a JavaScript Framework that aims to ease development of dynamic web applications.\n\nFeaturing a unique, easy-to-use toolkit for class-driven development and the nicest Ajax library around, Prototype is quickly becoming the codebase of choice for web application developers everywhere.",http://prototypejs.org/,https://github.com/sstephenson/prototype,,2736
js-shortcuts,JavaScript Shortcuts Library (jQuery plugin),http://www.stepanreznikov.com/js-shortcuts/,https://github.com/stepanvr/js-shortcuts,jquery,41
jquery.event.move,"Custom events 'movestart', 'move' and 'moveend' for jQuery. \nMove events provide an easy way to set up press-move-release interactions on mouse and touch devices.",http://stephband.info/jquery.event.move,https://github.com/stephband/jquery.event.move/,jquery,117
jquery.event.swipe,"jQuery custom events swipeleft, swiperight, swipeup and swipedown\nOne of swipeleft, swiperight, swipeup or swipedown is triggered on moveend, when the move has covered at least a threshold proportion of the dimension of the target node.",http://stephband.info/jquery.event.swipe,https://github.com/stephband/jquery.event.swipe/,jquery,239
DOCX.js,DOCX.js is a JavaScript library for converting the data in base64 DOCX files into HTML - and back!,http://blog.innovatejs.com/?cat=17,https://github.com/stephen-hardy/DOCX.js,"DOCX, Word, zip",123
XLSX.js,XLSX.js is a JavaScript library for converting the data in base64 XLSX files into JavaScript objects - and back!,http://blog.innovatejs.com/?tag=xlsx-js,https://github.com/stephen-hardy/xlsx.js,"XLSX, excel, zip",359
Knockout,"Knockout is a JavaScript MVVM (a modern variant of MVC) library that makes it easier to create rich, desktop-like user interfaces with JavaScript and HTML. It uses observers to make your UI automatically stay in sync with an underlying data model, along with a powerful and extensible set of declarative bindings to enable productive development.",http://knockoutjs.com/,https://github.com/SteveSanderson/knockout/,,
elRTE,"elRTE is an open-source WYSIWYG HTML-editor written in JavaScript using jQuery UI. It features rich text editing, options for changing its appearance, style and many more. You can use it in any commercial or non-commercial projects.\n\nMain goal of the editor - simplify work with text and formating (HTML) on sites, blogs, forums and other online services. elRTE is developed by Studio 42 team for ELDORADO.CMS.",http://elrte.org,https://github.com/Studio-42/elRTE,"jquery, jqueryui",313
jszip,"A library for creating, reading and editing .zip files with Javascript, with a lovely and simple API.",http://stuartk.com/jszip,https://github.com/Stuk/jszip,zip,784
browserify,browser-side require() the node.js way,http://browserify.org/,https://github.com/substack/node-browserify,,3224
Testling,"Testling is automated cross-browser JavaScript testing tool. You write the JavaScript test, and we run it on all the browsers behind the scenes and report the results.",http://testling.com,https://github.com/substack/testling,,147
Substance.Data,"Substance.Data is a data representation framework for Javascript. It's being developed in the context of Substance, an open publishing platform.",http://interior.substance.io/modules/data.html,https://github.com/substance/data,,640
PhotonJS,"PhotonJS is an extensible JavaScript MVC library supporting declarative bindings. It uses less resources than other, similar frameworks.",http://PhotonJS.org,https://github.com/suedama1756/PhotonJS,,12
Curve3D,"Curve3D is an open-source cross-browser 3D engine written in pure javascript. It works in all major current browsers (Firefox 3.6+, IE8+, Chrome 5+, Opera 10.5+). Curve3D includes a high performance math library, significantly faster than other javascript matrix math libraries currently available.",http://www.curve3d.com/,https://github.com/sunetos/curve3d,3d,9
Grid-A-Licious,Making grids sexier on the net since ?08. Now fully responsive.,http://suprb.com/apps/gridalicious/,https://github.com/suprb/Grid-A-Licious,jquery,574
jQuery.Gantt,jQuery Gantt Chart is a simple chart that implements gantt functionality as a jQuery component.,http://taitems.github.com/jQuery.Gantt/,https://github.com/taitems/jQuery.Gantt,"charts, jquery",586
Mobile-Web-based-Gesture-Recognition,"Introducing ?Gestures?, a proof-of-concept for front-end gesture recognition on iOS and Android devices. Works great on mobile Safari (iPhone, iPad etc), as well as some Android devices that I was able to test on. Many thanks must go out to Powic for allowing me to use the wallpaper from his Tron theme.",http://taitems.github.com/Mobile-Web-based-Gesture-Recognition/,https://github.com/taitems/Mobile-Web-based-Gesture-Recognition,,124
annyang,"The leading Speech Recognition library. Lets your visitors control your site with voice commands.\nannyang supports multiple languages, has no dependencies, weighs just 2kb and is free to use.",https://www.talater.com/annyang/,https://github.com/TalAter/annyang,"audio, speech, speechrecognition, voice",889
Lungo.js,"The idea of Lungo arose earlier this year, the author Javi Jim‚nez Villar saw how existing Mobile Frameworks at that time were not powerful and not using the features of HTML5. They were also complex to use at the same time could not be extended visually and functionally. For this reason Javi decided to create a Mobile Framework from scratch, always on the premises that will be easy to use, semantic and exploiting the enormous capacity of HTML5.",http://lungojs.com,https://github.com/TapQuo/Lungo.js,html5,1880
LungoJS,"A framework for developers who want to design, build and share cross device applications.",http://lungojs.com,https://github.com/TapQuo/Lungo.js,,1880
IM.js,Quick image comparison pixel by pixel.,http://tcorral.github.com/IM.js,https://github.com/tcorral/IM.js/,,59
jquery.doubletap,This jquery plugin adds custom touch-screen events to the given HTML elements.,http://technoweenie.github.com/jquery.doubletap/,https://github.com/technoweenie/jquery.doubletap,jquery,119
Bone.io,"Bone.io allows you to build realtime HTML5 apps using websockets to deliver ""hot"" data to the browser. This enables you to easily construct rich, highly responsive user interfaces.\n\nIn a lot of ways, Bone.io can be viewed as a much improved version of Backbone.js. Backbone, Angular and other older frameworks rely primarily on AJAX and model bindings to get data to the DOM. The problem with this approach is that AJAX has no method for handling bi-directional communication. In the world of modern data-driven HTML5 applications, Bone.io strives to pickup where these other frameworks have left off.\n\nWhen we say that this framework is lightweight, we mean it. Compressed and gzipped the entire library is less than 4KB in size. That's less than Backbone, less than Underscore, less than jQuery, less than just about everything.",http://bone.io/,https://github.com/techpines/bone.io,,613
xCharts,"xCharts is a JavaScript library for building beautiful and custom data-driven chart visualizations for the web using D3.js. Using HTML, CSS, and SVG, xCharts are designed to be dynamic, fluid, and open to integrations and customization.",http://tenxer.github.io/xcharts/,https://github.com/tenxer/xCharts,"d3, svg",1395
Intern,"Intern is a complete test stack for JavaScript designed to help you write and run consistent, high-quality test cases for your JavaScript libraries and applications. It can be used to test any JavaScript code. Its functional testing capabilities can even be used to test non-JavaScript Web sites and apps, if you really want.",http://theintern.io,https://github.com/theintern/intern,,1511
jQuery Week Calendar,"The jquery-week-calendar plugin provides a simple and flexible way of including a weekly calendar in your application. It is built on top of jquery and jquery ui and is inspired by other online weekly calendars such as google calendar. If you require a monthly calendar view, I highly recommend checking out the FullCalendar plugin by Adam Shaw.",http://groups.google.com/group/jquery-week-calendar,https://github.com/themouette/jquery-week-calendar,"calendar, jquery, jquery-ui",548
quill,Deprecated Quill is a simple blog engine inspired by Jekyll. Quill runs on node and has an easy command line interface. Themeing is as simple as editing a single html page.,http://justquillin.com/,https://github.com/theycallmeswift/quill,,43
box2dweb,"This is a port of Box2DFlash 2.1a to JavaScript.\n\nThere already exists a port to JavaScript called Box2dJs, but it's not up-to-date and you have to import a big amount of JavaScript files in every project, whereas this version is stored in a single file.",http://thinkpixellab.github.io/pl/,https://github.com/thinkpixellab/pl,,126
PxLoader,"PxLoader is a Javascript library that helps you download images, sound files or anything else you need before you take a specific action on your site (like showing a user interface or starting a game). You can use it to create a preloader for HTML5 games and websites.",http://thinkpixellab.com/pxloader/,https://github.com/thinkpixellab/PxLoader,"load, preloader, resource",677
animo.js,"A powerful little tool for managing CSS animations\n\nStack animations, create cross-browser blurring, set callbacks on animation completion, make magic.",http://labs.bigroomstudios.com/libraries/animo-js,https://github.com/ThrivingKings/animo.js,,1419
Apprise,"An alert alternative for jQuery that looks good. Apprise is a very simple, fast, attractive, and unobtrusive way to communicate with your users. Also, this gives you complete control over style, content, position, and functionality. Apprise is, more or less, for the developer who wants an attractive alert or dialog box without having to download a massive UI framework.",http://thrivingkings.com/apprise,https://github.com/ThrivingKings/Apprise,"jquery, obsolete",182
Minified.js,"Minified.js is a client-side JavaScript library, comparable to jQuery and MooTools in scope. Its features include DOM manipulation, animation, events, cookies and HTTP requests.",http://minifiedjs.com,https://github.com/timjansen/minified.js,,569
Saga,Better code coverage tool for JavaScript,http://timurstrekalov.github.com/saga/,https://github.com/timurstrekalov/saga,coverage,77
TinyMCE,TinyMCE is a platform independent web based Javascript HTML WYSIWYG editor control released as Open Source under LGPL by Moxiecode Systems AB.,http://www.tinymce.com/,https://github.com/tinymce/tinymce,,1782
testit,Simple js testing framework,http://titulus.github.io/testit/,https://github.com/titulus/testit,,
Jack,"Jack is a collection of JSGI compatible handlers (connect web servers to JavaScript web application/frameworks), middleware (intercept and manipulate requests to add functionality), and other utilities (to help build middleware, frameworks, and applications).",http://jackjs.org,https://github.com/tlrobinson/jack,,183
big,"This is a ridiculous presentation system that works great for creative, hurried people. See the demo for an example of it working.\n\nIt makes text and images as big as they can be, gives you minimal styling (em), and gives you left/right arrows for navigation.",http://macwright.org/big/,https://github.com/tmcw/big,,239
glMatrix,Javascript Matrix and Vector library for High Performance WebGL apps,http://glmatrix.net,https://github.com/toji/gl-matrix/,matrix,795
hexo,"A fast, simple & powerful blog framework, powered by Node.js.\n\n\nIncredibly fast - generate static files in a glance\nMarkdown support\nDeploy to GitHub Pages & Heroku with only one command\nPorted Octopress plugins\nHigh extendibility & customizability\nCompatible with Windows, Mac & Linux",http://zespia.tw/hexo/,https://github.com/tommy351/hexo,,1341
SoundJS,"SoundJS is a library that provides browsers with a JavaScript sound API that first tries audio files with native HTML5 Audio and falls back to Flash when necessary.\n\nSpecifically, the SoundJS API offers the ability to play the same sound file more than once at a time, even while the same sound is already playing. This is also known as multi-layering sounds.",http://soundjs.tootallnate.net/tests/super-mario-world/,https://github.com/TooTallNate/SoundJS,html5,19
simpleGame,A very basic JS game library loosely based on Python gameEngine and Scratch.,http://aharrisbooks.net/websitebaker/pages/books/html5-game-development.php,https://github.com/travcunn/simpleGame,,4
Impromptu,"jQuery Impromptu is an extension to help provide a more pleasant way to spontaneously prompt a user for input. More or less this is a great replacement for an alert, prompt, and confirm. Not only does it replace these but it also allows for creating forms within these controls. This is not intended to be a modal replacement, just a quick tool to prompt user input in a fashionable way.",http://trentrichardson.com/Impromptu/,https://github.com/trentrichardson/jQuery-Impromptu,"jquery, mootools",180
jQuery Impromptu,An extension to help provide a more pleasant way to spontaneously prompt a user for input.,http://trentrichardson.com/Impromptu/,https://github.com/trentrichardson/jQuery-Impromptu,"guide, tour",180
jQuery Timepicker Addon,"The timepicker addon adds a timepicker to jQuery UI Datepicker, thus the datepicker and slider components (jQueryUI) are required for using any of these. In addition all datepicker options are still available through the timepicker addon.",http://trentrichardson.com/examples/timepicker/,https://github.com/trentrichardson/jQuery-Timepicker-Addon,"DateTime, DateTimePicker, Timepicker, jquery, jqueryui, time",1787
vega,"Vega is a visualization grammar, a declarative format for creating, saving and sharing visualization designs.\n\nWith Vega you can describe data visualizations in a JSON format, and generate interactive views using either HTML5 Canvas or SVG.",http://trifacta.github.io/vega/,https://github.com/trifacta/vega,,1613
